sample,fastq_1,fastq_2,strandedness,mouse_n,population,inoculum,dpi,group_assignment,inoculation_batch,sample_mass_mg,date_nuc_prep,incubation_time_hrs
918275-22L-120-19-NeuN,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918275-22L-120-19-NeuN_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918275-22L-120-19-NeuN_R2.fastq.gz,auto,918275,NeuN,22L,120,group_22L_120,BATCH4,212,2025-07-16,18.17
918275-22L-120-19-SOX10,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918275-22L-120-19-SOX10_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918275-22L-120-19-SOX10_R2.fastq.gz,auto,918275,SOX10,22L,120,group_22L_120,BATCH4,212,2025-07-16,18.17
918275-22L-120-19-SOX2,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918275-22L-120-19-SOX2_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918275-22L-120-19-SOX2_R2.fastq.gz,auto,918275,SOX2,22L,120,group_22L_120,BATCH4,212,2025-07-16,18.17
918275-22L-120-19-PU1,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918275-22L-120-19-PU1_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918275-22L-120-19-PU1_R2.fastq.gz,auto,918275,PU1,22L,120,group_22L_120,BATCH4,212,2025-07-16,18.17
918311-ME7-60-2-NeuN,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918311-ME7-60-2-NeuN_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918311-ME7-60-2-NeuN_R2.fastq.gz,auto,918311,NeuN,ME7,60,group_ME7_60,BATCH4,189,2025-07-16,18.72
918311-ME7-60-2-SOX10,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918311-ME7-60-2-SOX10_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918311-ME7-60-2-SOX10_R2.fastq.gz,auto,918311,SOX10,ME7,60,group_ME7_60,BATCH4,189,2025-07-16,18.72
918311-ME7-60-2-SOX2,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918311-ME7-60-2-SOX2_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918311-ME7-60-2-SOX2_R2.fastq.gz,auto,918311,SOX2,ME7,60,group_ME7_60,BATCH4,189,2025-07-16,18.72
917447-ME7-90-10-NeuN,/media/tmurphy/4TB_HDD/exp383/merged_fastq/917447-ME7-90-10-NeuN_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/917447-ME7-90-10-NeuN_R2.fastq.gz,auto,917447,NeuN,ME7,90,group_ME7_90,BATCH3,237,2025-07-23,17.97
917447-ME7-90-10-SOX10,/media/tmurphy/4TB_HDD/exp383/merged_fastq/917447-ME7-90-10-SOX10_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/917447-ME7-90-10-SOX10_R2.fastq.gz,auto,917447,SOX10,ME7,90,group_ME7_90,BATCH3,237,2025-07-23,17.97
917447-ME7-90-10-SOX2,/media/tmurphy/4TB_HDD/exp383/merged_fastq/917447-ME7-90-10-SOX2_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/917447-ME7-90-10-SOX2_R2.fastq.gz,auto,917447,SOX2,ME7,90,group_ME7_90,BATCH3,237,2025-07-23,17.97
917447-ME7-90-10-PU1,/media/tmurphy/4TB_HDD/exp383/merged_fastq/917447-ME7-90-10-PU1_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/917447-ME7-90-10-PU1_R2.fastq.gz,auto,917447,PU1,ME7,90,group_ME7_90,BATCH3,237,2025-07-23,17.97
917425-CBH-120-20-NeuN,/media/tmurphy/4TB_HDD/exp383/merged_fastq/917425-CBH-120-20-NeuN_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/917425-CBH-120-20-NeuN_R2.fastq.gz,auto,917425,NeuN,CBH,120,group_CBH_120,BATCH3,238,2025-07-23,18.05
917425-CBH-120-20-SOX10,/media/tmurphy/4TB_HDD/exp383/merged_fastq/917425-CBH-120-20-SOX10_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/917425-CBH-120-20-SOX10_R2.fastq.gz,auto,917425,SOX10,CBH,120,group_CBH_120,BATCH3,238,2025-07-23,18.05
917425-CBH-120-20-SOX2,/media/tmurphy/4TB_HDD/exp383/merged_fastq/917425-CBH-120-20-SOX2_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/917425-CBH-120-20-SOX2_R2.fastq.gz,auto,917425,SOX2,CBH,120,group_CBH_120,BATCH3,238,2025-07-23,18.05
917425-CBH-120-20-PU1,/media/tmurphy/4TB_HDD/exp383/merged_fastq/917425-CBH-120-20-PU1_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/917425-CBH-120-20-PU1_R2.fastq.gz,auto,917425,PU1,CBH,120,group_CBH_120,BATCH3,238,2025-07-23,18.05
918262-22L-120-19-NeuN,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918262-22L-120-19-NeuN_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918262-22L-120-19-NeuN_R2.fastq.gz,auto,918262,NeuN,22L,120,group_22L_120,BATCH4,228,2025-08-07,17.72
918262-22L-120-19-SOX10,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918262-22L-120-19-SOX10_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918262-22L-120-19-SOX10_R2.fastq.gz,auto,918262,SOX10,22L,120,group_22L_120,BATCH4,228,2025-08-07,17.72
918262-22L-120-19-SOX2,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918262-22L-120-19-SOX2_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918262-22L-120-19-SOX2_R2.fastq.gz,auto,918262,SOX2,22L,120,group_22L_120,BATCH4,228,2025-08-07,17.72
918262-22L-120-19-PU1,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918262-22L-120-19-PU1_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918262-22L-120-19-PU1_R2.fastq.gz,auto,918262,PU1,22L,120,group_22L_120,BATCH4,228,2025-08-07,17.72
916501-22L-90-11-NeuN,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916501-22L-90-11-NeuN_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916501-22L-90-11-NeuN_R2.fastq.gz,auto,916501,NeuN,22L,90,group_22L_90,BATCH2,245,2025-08-07,17.93
916501-22L-90-11-SOX10,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916501-22L-90-11-SOX10_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916501-22L-90-11-SOX10_R2.fastq.gz,auto,916501,SOX10,22L,90,group_22L_90,BATCH2,245,2025-08-07,17.93
916501-22L-90-11-SOX2,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916501-22L-90-11-SOX2_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916501-22L-90-11-SOX2_R2.fastq.gz,auto,916501,SOX2,22L,90,group_22L_90,BATCH2,245,2025-08-07,17.93
916501-22L-90-11-PU1,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916501-22L-90-11-PU1_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916501-22L-90-11-PU1_R2.fastq.gz,auto,916501,PU1,22L,90,group_22L_90,BATCH2,245,2025-08-07,17.93
918288-RML-90-9-NeuN,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918288-RML-90-9-NeuN_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918288-RML-90-9-NeuN_R2.fastq.gz,auto,918288,NeuN,RML,90,group_RML_90,BATCH4,300,2025-08-11,20.12
918288-RML-90-9-SOX10,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918288-RML-90-9-SOX10_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918288-RML-90-9-SOX10_R2.fastq.gz,auto,918288,SOX10,RML,90,group_RML_90,BATCH4,300,2025-08-11,20.12
918288-RML-90-9-SOX2,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918288-RML-90-9-SOX2_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918288-RML-90-9-SOX2_R2.fastq.gz,auto,918288,SOX2,RML,90,group_RML_90,BATCH4,300,2025-08-11,20.12
918288-RML-90-9-PU1,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918288-RML-90-9-PU1_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918288-RML-90-9-PU1_R2.fastq.gz,auto,918288,PU1,RML,90,group_RML_90,BATCH4,300,2025-08-11,20.12
916476-CBH-90-12-NeuN,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916476-CBH-90-12-NeuN_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916476-CBH-90-12-NeuN_R2.fastq.gz,auto,916476,NeuN,CBH,90,group_CBH_90,BATCH1,257,2025-08-11,20.38
916476-CBH-90-12-SOX10,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916476-CBH-90-12-SOX10_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916476-CBH-90-12-SOX10_R2.fastq.gz,auto,916476,SOX10,CBH,90,group_CBH_90,BATCH1,257,2025-08-11,20.38
916476-CBH-90-12-SOX2,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916476-CBH-90-12-SOX2_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916476-CBH-90-12-SOX2_R2.fastq.gz,auto,916476,SOX2,CBH,90,group_CBH_90,BATCH1,257,2025-08-11,20.38
916476-CBH-90-12-PU1,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916476-CBH-90-12-PU1_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916476-CBH-90-12-PU1_R2.fastq.gz,auto,916476,PU1,CBH,90,group_CBH_90,BATCH1,257,2025-08-11,20.38
916524-CBH-120-20-NeuN,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916524-CBH-120-20-NeuN_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916524-CBH-120-20-NeuN_R2.fastq.gz,auto,916524,NeuN,CBH,120,group_CBH_120,BATCH2,219,2025-08-12,18.7
916524-CBH-120-20-SOX10,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916524-CBH-120-20-SOX10_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916524-CBH-120-20-SOX10_R2.fastq.gz,auto,916524,SOX10,CBH,120,group_CBH_120,BATCH2,219,2025-08-12,18.7
916524-CBH-120-20-SOX2,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916524-CBH-120-20-SOX2_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916524-CBH-120-20-SOX2_R2.fastq.gz,auto,916524,SOX2,CBH,120,group_CBH_120,BATCH2,219,2025-08-12,18.7
916543-RML-60-1-NeuN,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916543-RML-60-1-NeuN_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916543-RML-60-1-NeuN_R2.fastq.gz,auto,916543,NeuN,RML,60,group_RML_60,BATCH2,203,2025-08-12,19.0
916543-RML-60-1-SOX10,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916543-RML-60-1-SOX10_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916543-RML-60-1-SOX10_R2.fastq.gz,auto,916543,SOX10,RML,60,group_RML_60,BATCH2,203,2025-08-12,19.0
916543-RML-60-1-SOX2,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916543-RML-60-1-SOX2_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916543-RML-60-1-SOX2_R2.fastq.gz,auto,916543,SOX2,RML,60,group_RML_60,BATCH2,203,2025-08-12,19.0
916543-RML-60-1-PU1,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916543-RML-60-1-PU1_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916543-RML-60-1-PU1_R2.fastq.gz,auto,916543,PU1,RML,60,group_RML_60,BATCH2,203,2025-08-12,19.0
918283-RML-120-17-NeuN,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918283-RML-120-17-NeuN_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918283-RML-120-17-NeuN_R2.fastq.gz,auto,918283,NeuN,RML,120,group_RML_120,BATCH4,240,2025-08-13,16.73
918283-RML-120-17-SOX10,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918283-RML-120-17-SOX10_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918283-RML-120-17-SOX10_R2.fastq.gz,auto,918283,SOX10,RML,120,group_RML_120,BATCH4,240,2025-08-13,16.73
